ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-19,110.42862708733692,108.9948847988964,109.00567396280432,110.42862708733692,110.42862708733692,-1.4285687987974245,-1.4285687987974245,-1.4285687987974245,-1.4285687987974245,-1.4285687987974245,-1.4285687987974245,0.0,0.0,0.0,109.00005828853949
2023-01-20,110.92877257420076,109.49474076430711,109.50586930412562,110.92877257420076,110.92877257420076,-1.4285641840523957,-1.4285641840523957,-1.4285641840523957,-1.4285641840523957,-1.4285641840523957,-1.4285641840523957,0.0,0.0,0.0,109.50020839014837
2023-01-21,111.4289180610646,109.995171263144,110.00622545773507,111.4289180610646,111.4289180610646,-1.428563397485844,-1.428563397485844,-1.428563397485844,-1.428563397485844,-1.428563397485844,-1.428563397485844,0.0,0.0,0.0,110.00035466357876
2023-01-22,111.92906354792846,120.49505532657075,120.50521076829159,111.92906354792846,111.92906354792846,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,120.50048886371856
2023-01-23,112.42920903479231,110.99549353128441,111.00599271026947,112.42920903479231,112.42920903479231,-1.428577009426248,-1.428577009426248,-1.428577009426248,-1.428577009426248,-1.428577009426248,-1.428577009426248,0.0,0.0,0.0,111.00063202536606
2023-01-24,112.92935452165617,111.49542491599512,111.50609763504524,112.92935452165617,112.92935452165617,-1.4285783695885335,-1.4285783695885335,-1.4285783695885335,-1.4285783695885335,-1.4285783695885335,-1.4285783695885335,0.0,0.0,0.0,111.50077615206763
2023-01-25,113.42924277205057,111.99486348929089,112.00597817611657,113.42924277205057,113.42924277205057,-1.4285735564076414,-1.4285735564076414,-1.4285735564076414,-1.4285735564076414,-1.4285735564076414,-1.4285735564076414,0.0,0.0,0.0,112.00066921564293
2023-01-26,113.92913102244495,112.49516672269557,112.50583518627637,113.92913102244495,113.92913102244495,-1.4285687988041706,-1.4285687988041706,-1.4285687988041706,-1.4285687988041706,-1.4285687988041706,-1.4285687988041706,0.0,0.0,0.0,112.50056222364078
2023-01-27,114.42901927283935,112.99502256908643,113.00610980563599,114.42901927283935,114.42901927283935,-1.4285641840658612,-1.4285641840658612,-1.4285641840658612,-1.4285641840658612,-1.4285641840658612,-1.4285641840658612,0.0,0.0,0.0,113.00045508877349
2023-01-28,114.92890752323375,113.49474897928965,113.50575792667476,114.92890752323375,114.92890752323375,-1.4285633975021164,-1.4285633975021164,-1.4285633975021164,-1.4285633975021164,-1.4285633975021164,-1.4285633975021164,0.0,0.0,0.0,113.50034412573163
2023-01-29,115.42879577362815,123.99481389634163,124.00578700770915,115.42879577362815,115.42879577362815,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,124.00022108941825
2023-01-30,115.92868402402253,114.4945648167548,114.5056729764178,115.92868402402253,115.92868402402253,-1.42857700943837,-1.42857700943837,-1.42857700943837,-1.42857700943837,-1.42857700943837,-1.42857700943837,0.0,0.0,0.0,114.50010701458416
2023-01-31,116.42857227441694,114.99446800226856,115.00534036474204,116.42857227441694,116.42857227441694,-1.4285783695924354,-1.4285783695924354,-1.4285783695924354,-1.4285783695924354,-1.4285783695924354,-1.4285783695924354,0.0,0.0,0.0,114.9999939048245
2023-02-01,116.92846052481133,115.49488048121687,115.50547135150501,116.92846052481133,116.92846052481133,-1.4285735564126385,-1.4285735564126385,-1.4285735564126385,-1.4285735564126385,-1.4285735564126385,-1.4285735564126385,0.0,0.0,0.0,115.49988696839868
2023-02-02,117.42834877520573,115.9945083656642,116.00484205028262,117.42834877520573,117.42834877520573,-1.4285687988109166,-1.4285687988109166,-1.4285687988109166,-1.4285687988109166,-1.4285687988109166,-1.4285687988109166,0.0,0.0,0.0,115.99977997639482
2023-02-03,117.92823702560011,116.49402729682751,116.50526306341106,117.92823702560011,117.92823702560011,-1.4285641840457064,-1.4285641840457064,-1.4285641840457064,-1.4285641840457064,-1.4285641840457064,-1.4285641840457064,0.0,0.0,0.0,116.4996728415544
2023-02-04,118.42812527599452,116.99444800559517,117.00480288708378,118.42812527599452,118.42812527599452,-1.4285633975080336,-1.4285633975080336,-1.4285633975080336,-1.4285633975080336,-1.4285633975080336,-1.4285633975080336,0.0,0.0,0.0,116.99956187848649
2023-02-05,118.9280135263889,127.49400064722029,127.50465975772859,118.9280135263889,118.9280135263889,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,127.49943884217899
2023-02-06,119.42807903826318,117.99425973468941,118.00481190666522,119.42807903826318,119.42807903826318,-1.4285770094414725,-1.4285770094414725,-1.4285770094414725,-1.4285770094414725,-1.4285770094414725,-1.4285770094414725,0.0,0.0,0.0,117.99950202882171
2023-02-07,119.92814455013747,118.49463235411828,118.50513291306056,119.92814455013747,119.92814455013747,-1.4285783695789704,-1.4285783695789704,-1.4285783695789704,-1.4285783695789704,-1.4285783695789704,-1.4285783695789704,0.0,0.0,0.0,118.4995661805585
2023-02-08,120.42821006201174,118.99436361196211,119.00470947138882,120.42821006201174,120.42821006201174,-1.42857355642616,-1.42857355642616,-1.42857355642616,-1.42857355642616,-1.42857355642616,-1.42857355642616,0.0,0.0,0.0,118.99963650558558
2023-02-09,120.92827557388604,119.49460290306847,119.50480250024651,120.92827557388604,120.92827557388604,-1.4285687988176623,-1.4285687988176623,-1.4285687988176623,-1.4285687988176623,-1.4285687988176623,-1.4285687988176623,0.0,0.0,0.0,119.49970677506838
2023-02-10,121.42834108576032,119.99467493068423,120.00531427691358,121.42834108576032,121.42834108576032,-1.428564184058057,-1.428564184058057,-1.428564184058057,-1.428564184058057,-1.428564184058057,-1.428564184058057,0.0,0.0,0.0,119.99977690170226
2023-02-11,121.9284065976346,120.49454018386982,120.50499244118976,121.9284065976346,121.9284065976346,-1.4285633974959115,-1.4285633974959115,-1.4285633974959115,-1.4285633974959115,-1.4285633974959115,-1.4285633974959115,0.0,0.0,0.0,120.4998432001387
2023-02-12,122.4284721095089,130.99479345768094,131.00524826758672,122.4284721095089,122.4284721095089,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,130.999897425299
2023-02-13,122.92853762138319,121.4948256124893,121.50527308858062,122.92853762138319,122.92853762138319,-1.428577009444574,-1.428577009444574,-1.428577009444574,-1.428577009444574,-1.428577009444574,-1.428577009444574,0.0,0.0,0.0,121.4999606119386
2023-02-14,123.42860313325747,121.99515974716675,122.00577247603714,123.42860313325747,123.42860313325747,-1.428578369615379,-1.428578369615379,-1.428578369615379,-1.428578369615379,-1.428578369615379,-1.428578369615379,0.0,0.0,0.0,122.00002476364209
2023-02-15,123.92866864513175,122.49426111822783,122.50535905109491,123.92866864513175,123.92866864513175,-1.4285735563991466,-1.4285735563991466,-1.4285735563991466,-1.4285735563991466,-1.4285735563991466,-1.4285735563991466,0.0,0.0,0.0,122.5000950887326
2023-02-16,124.42873415700605,122.9947595459937,123.00579627301647,124.42873415700605,124.42873415700605,-1.4285687988041407,-1.4285687988041407,-1.4285687988041407,-1.4285687988041407,-1.4285687988041407,-1.4285687988041407,0.0,0.0,0.0,123.00016535820191
2023-02-17,124.92879966888034,123.49486976509282,123.50577260278025,124.92879966888034,124.92879966888034,-1.4285641840541545,-1.4285641840541545,-1.4285641840541545,-1.4285641840541545,-1.4285641840541545,-1.4285641840541545,0.0,0.0,0.0,123.50023548482619
2023-02-18,125.42879082186444,123.99474933482068,124.00533371471751,125.42879082186444,125.42879082186444,-1.4285633974837897,-1.4285633974837897,-1.4285633974837897,-1.4285633974837897,-1.4285633974837897,-1.4285633974837897,0.0,0.0,0.0,124.00022742438065
2023-02-19,125.92878197484853,134.49470587889405,134.50526034170147,125.92878197484853,125.92878197484853,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,134.50020729063863
2023-02-20,126.42877312783264,124.99469315312425,125.0055294391898,126.42877312783264,126.42877312783264,-1.4285770094476766,-1.4285770094476766,-1.4285770094476766,-1.4285770094476766,-1.4285770094476766,-1.4285770094476766,0.0,0.0,0.0,125.00019611838496
2023-02-21,126.92876428081674,125.49504243562097,125.50559147887661,126.92876428081674,126.92876428081674,-1.4285783696030279,-1.4285783696030279,-1.4285783696030279,-1.4285783696030279,-1.4285783696030279,-1.4285783696030279,0.0,0.0,0.0,125.5001859112137
2023-02-22,127.42875543380082,125.99477353197403,126.00569925812233,127.42875543380082,127.42875543380082,-1.4285735564126683,-1.4285735564126683,-1.4285735564126683,-1.4285735564126683,-1.4285735564126683,-1.4285735564126683,0.0,0.0,0.0,126.00018187738814
2023-02-23,127.92874658678494,126.49452135770989,126.50580942231629,127.92874658678494,127.92874658678494,-1.4285687987991438,-1.4285687987991438,-1.4285687987991438,-1.4285687987991438,-1.4285687987991438,-1.4285687987991438,0.0,0.0,0.0,126.50017778798579
2023-02-24,128.42873773976902,126.99485807412505,127.00582082695512,128.42873773976902,128.42873773976902,-1.4285641840513665,-1.4285641840513665,-1.4285641840513665,-1.4285641840513665,-1.4285641840513665,-1.4285641840513665,0.0,0.0,0.0,127.00017355571765
2023-02-25,128.92872889275313,127.49458791576676,127.5052445541625,128.92872889275313,128.92872889275313,-1.4285633974897067,-1.4285633974897067,-1.4285633974897067,-1.4285633974897067,-1.4285633974897067,-1.4285633974897067,0.0,0.0,0.0,127.50016549526342
2023-02-26,129.42872004573724,137.9950229483386,138.005157678284,129.42872004573724,129.42872004573724,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,138.00014536152733
2023-02-27,129.92871119872132,128.49461043243878,128.50539696893168,129.92871119872132,129.92871119872132,-1.4285770094597992,-1.4285770094597992,-1.4285770094597992,-1.4285770094597992,-1.4285770094597992,-1.4285770094597992,0.0,0.0,0.0,128.50013418926153
2023-02-28,130.42870235170543,128.9947919000386,129.00547121548024,130.42870235170543,130.42870235170543,-1.4285783696058159,-1.4285783696058159,-1.4285783696058159,-1.4285783696058159,-1.4285783696058159,-1.4285783696058159,0.0,0.0,0.0,129.0001239820996
2023-03-01,130.92866831718183,129.49466639344806,129.5053440932279,130.92866831718183,130.92866831718183,-1.4285735564261899,-1.4285735564261899,-1.4285735564261899,-1.4285735564261899,-1.4285735564261899,-1.4285735564261899,0.0,0.0,0.0,129.50009476075564
2023-03-02,131.42863428265827,129.9949103082033,130.0054279297664,131.42863428265827,131.42863428265827,-1.4285687987856222,-1.4285687987856222,-1.4285687987856222,-1.4285687987856222,-1.4285687987856222,-1.4285687987856222,0.0,0.0,0.0,130.00006548387265
2023-03-03,131.9286002481347,130.49435933315334,130.50504043967308,131.9286002481347,131.9286002481347,-1.4285641840474645,-1.4285641840474645,-1.4285641840474645,-1.4285641840474645,-1.4285641840474645,-1.4285641840474645,0.0,0.0,0.0,130.50003606408723
2023-03-04,132.42856621361113,130.9947263954675,131.0053504505734,132.42856621361113,132.42856621361113,-1.428563397477585,-1.428563397477585,-1.428563397477585,-1.428563397477585,-1.428563397477585,-1.428563397477585,0.0,0.0,0.0,131.00000281613356
2023-03-05,132.92853217908754,141.49477414588432,141.50508015227476,132.92853217908754,132.92853217908754,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,0.0,0.0,0.0,141.49995749487763
2023-03-06,133.42849814456397,131.99446742300515,132.0048437244118,133.42849814456397,133.42849814456397,-1.4285770094345072,-1.4285770094345072,-1.4285770094345072,-1.4285770094345072,-1.4285770094345072,-1.4285770094345072,0.0,0.0,0.0,131.99992113512945
2023-03-07,133.9284641100404,132.49462769659158,132.50517196882885,133.9284641100404,133.9284641100404,-1.428578369593465,-1.428578369593465,-1.428578369593465,-1.428578369593465,-1.428578369593465,-1.428578369593465,0.0,0.0,0.0,132.49988574044696
2023-03-08,134.42843007551684,132.99436265878384,133.00508642757399,134.42843007551684,134.42843007551684,-1.4285735563991766,-1.4285735563991766,-1.4285735563991766,-1.4285735563991766,-1.4285735563991766,-1.4285735563991766,0.0,0.0,0.0,132.99985651911766
2023-03-09,134.92839604099328,133.49478938866275,133.5051072980242,134.92839604099328,134.92839604099328,-1.4285687988126354,-1.4285687988126354,-1.4285687988126354,-1.4285687988126354,-1.4285687988126354,-1.4285687988126354,0.0,0.0,0.0,133.49982724218063
2023-03-10,135.4283620064697,133.99416831597813,134.0053317159284,135.4283620064697,135.4283620064697,-1.4285641840435628,-1.4285641840435628,-1.4285641840435628,-1.4285641840435628,-1.4285641840435628,-1.4285641840435628,0.0,0.0,0.0,133.99979782242616
2023-03-11,135.92832797194612,134.49442662815454,134.50483724989095,135.92832797194612,135.92832797194612,-1.428563397502876,-1.428563397502876,-1.428563397502876,-1.428563397502876,-1.428563397502876,-1.428563397502876,0.0,0.0,0.0,134.49976457444325
2023-03-12,136.42829393742255,144.99446203935383,145.00523044980577,136.42829393742255,136.42829393742255,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,144.99971925321265
2023-03-13,136.92832015641392,135.49415555515375,135.50503334548563,136.92832015641392,136.92832015641392,-1.4285770094376091,-1.4285770094376091,-1.4285770094376091,-1.4285770094376091,-1.4285770094376091,-1.4285770094376091,0.0,0.0,0.0,135.4997431469763
2023-03-14,137.42834637540528,135.99424648823532,136.005155641616,137.42834637540528,137.42834637540528,-1.4285783695973668,-1.4285783695973668,-1.4285783695973668,-1.4285783695973668,-1.4285783695973668,-1.4285783695973668,0.0,0.0,0.0,135.9997680058079
2023-03-15,137.92837259439662,136.4946033396889,136.5050446454717,137.92837259439662,137.92837259439662,-1.4285735564126976,-1.4285735564126976,-1.4285735564126976,-1.4285735564126976,-1.4285735564126976,-1.4285735564126976,0.0,0.0,0.0,136.49979903798393
2023-03-16,138.42839881338796,136.9945068366642,137.0052928049077,138.42839881338796,138.42839881338796,-1.428568798799114,-1.428568798799114,-1.428568798799114,-1.428568798799114,-1.428568798799114,-1.428568798799114,0.0,0.0,0.0,136.99983001458884
2023-03-17,138.92842503237932,137.49442069389664,137.50529989076733,138.92842503237932,138.92842503237932,-1.42856418403966,-1.42856418403966,-1.42856418403966,-1.42856418403966,-1.42856418403966,-1.42856418403966,0.0,0.0,0.0,137.49986084833967
2023-03-18,139.4284512513707,137.9941071316034,138.00514160947816,139.4284512513707,139.4284512513707,-1.4285633974907543,-1.4285633974907543,-1.4285633974907543,-1.4285633974907543,-1.4285633974907543,-1.4285633974907543,0.0,0.0,0.0,137.99988785387993
2023-03-19,139.92847747036203,148.49444211964095,148.50534374242378,139.92847747036203,139.92847747036203,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,148.49990278615212
2023-03-20,140.4285036893534,138.99398010617398,139.0050477589984,140.4285036893534,140.4285036893534,-1.4285770094316919,-1.4285770094316919,-1.4285770094316919,-1.4285770094316919,-1.4285770094316919,-1.4285770094316919,0.0,0.0,0.0,138.99992667992169
2023-03-21,140.92852990834473,139.49491508884373,139.50502219163522,140.92852990834473,140.92852990834473,-1.428578369601269,-1.428578369601269,-1.428578369601269,-1.428578369601269,-1.428578369601269,-1.428578369601269,0.0,0.0,0.0,139.49995153874346
2023-03-22,141.42855612733607,139.99431293333862,140.00554154026753,141.42855612733607,141.42855612733607,-1.4285735564176951,-1.4285735564176951,-1.4285735564176951,-1.4285735564176951,-1.4285735564176951,-1.4285735564176951,0.0,0.0,0.0,139.99998257091838
2023-03-23,141.92858234632743,140.4948245897295,140.5053444614519,141.92858234632743,141.92858234632743,-1.4285687987855928,-1.4285687987855928,-1.4285687987855928,-1.4285687987855928,-1.4285687987855928,-1.4285687987855928,0.0,0.0,0.0,140.50001354754184
2023-03-24,142.42860241777208,140.99491208662295,141.0050850926934,142.42860241777208,142.42860241777208,-1.4285641840520114,-1.4285641840520114,-1.4285641840520114,-1.4285641840520114,-1.4285641840520114,-1.4285641840520114,0.0,0.0,0.0,141.00003823372006
2023-03-25,142.9286224892168,141.49478677077977,141.5052708437691,142.9286224892168,142.9286224892168,-1.428563397487652,-1.428563397487652,-1.428563397487652,-1.428563397487652,-1.428563397487652,-1.428563397487652,0.0,0.0,0.0,141.50005909172913
2023-03-26,143.42864256066147,151.99465138142605,152.00551386331108,143.42864256066147,143.42864256066147,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,0.0,0.0,0.0,152.00006787645157
2023-03-27,143.92866263210612,142.49484592930665,142.50540633734568,143.92866263210612,143.92866263210612,-1.4285770094154207,-1.4285770094154207,-1.4285770094154207,-1.4285770094154207,-1.4285770094154207,-1.4285770094154207,0.0,0.0,0.0,142.5000856226907
2023-03-28,144.4286827035508,142.994371536789,143.0053234381039,144.4286827035508,144.4286827035508,-1.4285783696051713,-1.4285783696051713,-1.4285783696051713,-1.4285783696051713,-1.4285783696051713,-1.4285783696051713,0.0,0.0,0.0,143.00010433394564
2023-03-29,144.92870277499551,143.49522733560025,143.505459160452,144.92870277499551,144.92870277499551,-1.428573556431216,-1.428573556431216,-1.428573556431216,-1.428573556431216,-1.428573556431216,-1.428573556431216,0.0,0.0,0.0,143.5001292185643
2023-03-30,145.42872284644017,143.9950830615196,144.00532667087444,145.42872284644017,145.42872284644017,-1.4285687988008626,-1.4285687988008626,-1.4285687988008626,-1.4285687988008626,-1.4285687988008626,-1.4285687988008626,0.0,0.0,0.0,144.0001540476393
2023-03-31,145.92874291788485,144.49483365415702,144.5056449923049,145.92874291788485,145.92874291788485,-1.4285641840318561,-1.4285641840318561,-1.4285641840318561,-1.4285641840318561,-1.4285641840318561,-1.4285641840318561,0.0,0.0,0.0,144.50017873385298
2023-04-01,146.42876298932953,144.994861073901,145.00533072788986,146.42876298932953,146.42876298932953,-1.4285633974845493,-1.4285633974845493,-1.4285633974845493,-1.4285633974845493,-1.4285633974845493,-1.4285633974845493,0.0,0.0,0.0,145.000199591845
2023-04-02,146.92878306077418,155.49515007203394,155.50550896092207,146.92878306077418,146.92878306077418,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,8.571425315790098,0.0,0.0,0.0,155.50020837656427
2023-04-03,147.4288031322189,145.99484956625756,146.00551332500788,147.4288031322189,147.4288031322189,-1.4285770094185228,-1.4285770094185228,-1.4285770094185228,-1.4285770094185228,-1.4285770094185228,-1.4285770094185228,0.0,0.0,0.0,146.00022612280037
2023-04-04,147.92882320366357,146.4946393120692,146.5054247002346,147.92882320366357,147.92882320366357,-1.4285783695928203,-1.4285783695928203,-1.4285783695928203,-1.4285783695928203,-1.4285783695928203,-1.4285783695928203,0.0,0.0,0.0,146.50024483407074
2023-04-05,148.42879870393705,146.99515150523612,147.0057465197072,148.42879870393705,148.42879870393705,-1.4285735564244706,-1.4285735564244706,-1.4285735564244706,-1.4285735564244706,-1.4285735564244706,-1.4285735564244706,0.0,0.0,0.0,147.00022514751257
2023-04-06,148.92877420421053,147.49504500800992,147.50555852850937,148.92877420421053,148.92877420421053,-1.4285687987873414,-1.4285687987873414,-1.4285687987873414,-1.4285687987873414,-1.4285687987873414,-1.4285687987873414,0.0,0.0,0.0,147.50020540542317
2023-04-07,149.428749704484,147.99483636636432,148.00539590410344,149.428749704484,149.428749704484,-1.4285641840453205,-1.4285641840453205,-1.4285641840453205,-1.4285641840453205,-1.4285641840453205,-1.4285641840453205,0.0,0.0,0.0,148.0001855204387
2023-04-08,149.92872520475748,148.4949171275243,148.50546015574122,149.92872520475748,149.92872520475748,-1.4285633974814473,-1.4285633974814473,-1.4285633974814473,-1.4285633974814473,-1.4285633974814473,-1.4285633974814473,0.0,0.0,0.0,148.50016180727604
2023-04-09,150.42870070503096,158.99462098862813,159.0054765639147,150.42870070503096,150.42870070503096,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,159.00012602082106
2023-04-10,150.92867620530444,149.4949382806996,149.50530060349502,150.92867620530444,150.92867620530444,-1.4285770094306447,-1.4285770094306447,-1.4285770094306447,-1.4285770094306447,-1.4285770094306447,-1.4285770094306447,0.0,0.0,0.0,149.5000991958738
2023-04-11,151.42865170557792,149.99473783961324,150.00547435069038,151.42865170557792,151.42865170557792,-1.4285783696129752,-1.4285783696129752,-1.4285783696129752,-1.4285783696129752,-1.4285783696129752,-1.4285783696129752,0.0,0.0,0.0,150.00007333596494
2023-04-12,151.9286272058514,150.494792184945,150.50528722021244,151.9286272058514,151.9286272058514,-1.4285735564177244,-1.4285735564177244,-1.4285735564177244,-1.4285735564177244,-1.4285735564177244,-1.4285735564177244,0.0,0.0,0.0,150.50005364943368
2023-04-13,152.42860270612488,150.99479274928902,151.00530105854352,152.42860270612488,152.42860270612488,-1.4285687988143543,-1.4285687988143543,-1.4285687988143543,-1.4285687988143543,-1.4285687988143543,-1.4285687988143543,0.0,0.0,0.0,151.00003390731052
2023-04-14,152.92857820639836,151.4946004021105,151.50553490936167,152.92857820639836,152.92857820639836,-1.4285641840414185,-1.4285641840414185,-1.4285641840414185,-1.4285641840414185,-1.4285641840414185,-1.4285641840414185,0.0,0.0,0.0,151.50001402235694
2023-04-15,153.42855370667183,151.9949546382284,152.0050395402722,153.42855370667183,153.42855370667183,-1.4285633974693257,-1.4285633974693257,-1.4285633974693257,-1.4285633974693257,-1.4285633974693257,-1.4285633974693257,0.0,0.0,0.0,151.9999903092025
2023-04-16,153.9285292069453,162.49468854208143,162.50502118798428,153.9285292069453,153.9285292069453,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,8.5714253157901,0.0,0.0,0.0,162.4999545227354
2023-04-17,154.4285172699308,152.99439733303743,153.00543599275068,154.4285172699308,154.4285172699308,-1.4285770094427672,-1.4285770094427672,-1.4285770094427672,-1.4285770094427672,-1.4285770094427672,-1.4285770094427672,0.0,0.0,0.0,152.99994026048805
2023-04-18,154.92850533291627,153.4946495975535,153.5055151332512,154.92850533291627,154.92850533291627,-1.4285783695995107,-1.4285783695995107,-1.4285783695995107,-1.4285783695995107,-1.4285783695995107,-1.4285783695995107,0.0,0.0,0.0,153.49992696331677
2023-04-19,155.4284933959017,153.99490769178894,154.00510421436778,155.4284933959017,155.4284933959017,-1.428573556410979,-1.428573556410979,-1.428573556410979,-1.428573556410979,-1.428573556410979,-1.428573556410979,0.0,0.0,0.0,153.99991983949073
2023-04-20,155.92848145888723,154.4943171258659,154.50494070663981,155.92848145888723,155.92848145888723,-1.428568798800833,-1.428568798800833,-1.428568798800833,-1.428568798800833,-1.428568798800833,-1.428568798800833,0.0,0.0,0.0,154.4999126600864
2023-04-21,156.42846952187267,154.9947378405234,155.00521110541953,156.42846952187267,156.42846952187267,-1.4285641840537697,-1.4285641840537697,-1.4285641840537697,-1.4285641840537697,-1.4285641840537697,-1.4285641840537697,0.0,0.0,0.0,154.9999053378189
